time_s,0cm,0.1cm,0.2cm,0.3cm,0.4cm,0.5cm,0.6cm,0.7cm,0.8cm,0.9cm,1cm,1.1cm,1.2cm,1.3cm,1.4cm,1.5cm,1.6cm,1.7cm,1.8cm,1.9cm,2cm
31380,0.67027347377195567,0.66949460715340414,0.66715701189527832,0.66325761358567181,0.65779098725368801,0.65074888064779934,0.64211949233100374,0.63188644003796068,0.62002731913982878,0.6065116966164853,0.59129829897648833,0.57433100795371883,0.55553302705414043,0.53479812656525139,0.51197700167967353,0.48685499430039036,0.459113484022797,0.42825761502489279,0.39346616582177896,0.353229412656756,0.30424077086965878
31440,0.66874147749861812,0.66796435806148535,0.66563200003519563,0.66174131600725872,0.65628685911466034,0.64926034593564208,0.64064993393214975,0.63043918874534699,0.61860564094983628,0.60511877725999497,0.58993722392651626,0.57300473490092174,0.55424434552624757,0.53354959488132248,0.51077084224564318,0.48569290812467031,0.45799629731609193,0.42718454299442216,0.39243308516568104,0.35222403823983611,0.30322467494013133
31500,0.66721526762668271,0.66643989007162541,0.66411275340723275,0.66023075730525871,0.6547884331538576,0.64777746656583524,0.63918597417307277,0.6289974698671903,0.61718941985269848,0.60373123110068894,0.58858143024013232,0.571683644214807,0.55296074114999982,0.53230603007014377,0.50956953574021302,0.48453555890200911,0.45688373121736309,0.42611597554406677,0.39140438867791627,0.35122289108040289,0.30221239963378871
31560,0.66569482143288305,0.66492118048109106,0.66259924937019521,0.65872591494084554,0.6532956869753701,0.64630022032556533,0.6377275910638075,0.62756126167569526,0.61577863442174463,0.60234903705180431,0.58723089720948463,0.57036771560638766,0.55168219409747121,0.53106741281160541,0.50837306340656419,0.48338292851071946,0.45577576834269484,0.42505189618846462,0.39038006103671302,0.35022595738488116,0.30120393157796987
31620,0.66418011628220208,0.66340820667528966,0.66109146537070784,0.65722676646247791,0.65180859826982263,0.64482858508758278,0.6362747626987636,0.62613054252602451,0.61437326331161601,0.60097217410600445,0.58588560420400859,0.56905692886155268,0.55040868461291226,0.52983372385476035,0.50718140655367749,0.48223499889120497,0.4546723913662889,0.42399228849650239,0.38936008697213159,0.34923322341523827,0.30019925746289983
31680,0.66267112961893515,0.66190094611884764,0.65958937893432545,0.65573328949706056,0.65032714480560783,0.64336253880153527,0.63482746724817818,0.62470529084789783,0.61297328525002859,0.5996006213273285,0.58454553066259152,0.56775126383347696,0.54914019300542816,0.52860494401079183,0.5059945465496366,0.48109175203963095,0.45357358301453249,0.42293713608579275,0.38834445126090306,0.34824467548336302,0.29919836403481598
31740,0.6611678389749811,0.66039937636388679,0.65809296767378012,0.6542454617581458,0.64885130443702099,0.64190205950201118,0.63338568296604825,0.62328548515338777,0.61157867904541985,0.59823435785866474,0.58321065610084377,0.56645070044966128,0.54787669965576058,0.52738105415951331,0.50481246482779496,0.47995317001371551,0.45247932607136276,0.42188642262757331,0.38733313873087111,0.34726029995591762,0.29820123810241816
31800,0.65967022196097158,0.65890347504116675,0.65660220928015511,0.6527632610371582,0.64738105509556243,0.6404471252999393,0.63194938818164781,0.62187110402858459,0.61018942357877226,0.59687336291376125,0.58188096010332191,0.56515521870439611,0.54661818500901971,0.52616203524239158,0.50363514288013211,0.47881923492645267,0.45138960337239142,0.42084013184124591,0.38632613425590462,0.34628008324879067,0.29720786653005332
31860,0.65817825627449966,0.65741321986830314,0.65511708153107528,0.65128666521153766,0.64591637479800501,0.63899771439056841,0.63051856130740291,0.620462126141335,0.6088054978112043,0.59551761578464169,0.58055642233074667,0.56386479866575312,0.54536462958141796,0.52494786826899809,0.50246256226337427,0.47768992895185652,0.45030439781022269,0.41979824749921968,0.38532342276026738,0.34530401183187476,0.29621823624414562
31920,0.65669191969131746,0.65592858864097792,0.65363756228194614,0.6498156522360321,0.64445724163776641,0.63755380504493231,0.6290931808304705,0.6190585302329652,0.60742688077585494,0.59416709583367477,0.57923702251228215,0.56257942046810216,0.54411601395305664,0.52373853431008277,0.50129470459240155,0.47656523431874098,0.44922369232862952,0.41876075342150915,0.38432498921360425,0.34433207222358603,0.29523233422635142
31980,0.65521119007350481,0.65444955924109427,0.65216362947408379,0.64835020015077616,0.64300363379291858,0.63611537561777798,0.62767322532055758,0.61766029512596798,0.60605355158541896,0.5928217825009392,0.57792274045270209,0.56129906431905396,0.54287231877460973,0.52253401450397885,0.50013155154632294,0.47544513331640836,0.44814746992782167,0.41772763348052339,0.38333081863524099,0.34336425099557155,0.29425014752002276
32040,0.65373604536073215,0.65297610962805253,0.65069526112601961,0.64689028707265073,0.64155552951762096,0.63468240453908453,0.6262586734215625,0.61626739971578526,0.60468548942409339,0.59148165529635155,0.57661355602473086,0.56002371049203181,0.54163352476016435,0.52133429004973297,0.49897308486193503,0.47432960828848841,0.44707571365868143,0.41669887159572599,0.38234089608924338,0.34240053476729509,0.29327166322332265
32100,0.65226646357836848,0.65150821784685076,0.64923243534157116,0.64543589120330724,0.64011290715007585,0.6332548703219405,0.62484950385933669,0.61487982297844013,0.6033226735550562,0.59014669380697726,0.57530944917615334,0.55875333933316751,0.54039961269385828,0.52013934221345837,0.49781928633975114,0.47321864163858118,0.44600840662797908,0.41567445173836537,0.38135520668864342,0.34144091021067136,0.29229686849577641
32160,0.6508024228288114,0.65004586201942005,0.64777513030121125,0.64398699082058475,0.63867574510402136,0.63183275155412422,0.62344569543338912,0.61349754396237977,0.60196508331247423,0.58881687768921698,0.57401039992221137,0.55748793125392404,0.53917056342277203,0.51894915232151995,0.49667013783751224,0.4721122158241427,0.44494553199266274,0.41465435792619776,0.3803737355905763,0.34048536404472257,0.29132575055126431
32220,0.64934390129953612,0.6485890203526673,0.64632332427008232,0.64254356428647863,0.63724402187663109,0.63041602690592202,0.62204722702458926,0.61212054179605191,0.60061269810892726,0.58749218667606229,0.57271638835266792,0.55622746673794132,0.53794635786352007,0.51776370176684028,0.49552562127616728,0.47101031336208693,0.44388707296502816,0.41363857422816142,0.37939646800043175,0.33953388304013771,0.29035829666466861
32280,0.64789087725448691,0.64713767112987697,0.64487699558942546,0.64110559003862322,0.63581771604006965,0.62900467512177327,0.62065407758693791,0.61074879567980922,0.59926549742747304,0.58617260056934406,0.57142739462425662,0.55497192633371972,0.53672697699519423,0.51658297200213565,0.49438571863344022,0.46991291682272024,0.44283301280705939,0.41262708475915999,0.37842338916706664,0.33858645401399445,0.28939449416480384
32340,0.64644332904207136,0.64569179271869614,0.64343612268454131,0.63967304659820268,0.63439680624933614,0.62759867502803057,0.61926622615521132,0.60938228489343238,0.59792346082902326,0.58485809924693732,0.57014339896769406,0.55372129066141096,0.53551240186590732,0.51540694454617564,0.49325041194976221,0.46882000883529684,0.44178333483555304,0.41161987368468195,0.37745448438688434,0.33764306383425252,0.2884343304411271
32400,0.64500123508661378,0.64425136356259527,0.64200068405627975,0.6382459125614921,0.63298127123388082,0.6261980055246682,0.61788365183678906,0.60802098878808963,0.59658656794446085,0.58354866265505778,0.56886438168018705,0.55247554040555691,0.5343026135857909,0.51423560097707577,0.49211968332188921,0.46773157208200766,0.44073802241651266,0.41061692521564375,0.37648973899912169,0.33670369941453804,0.2874777929366123
32460,0.64356457389629163,0.64281636218879934,0.640570658288943,0.63682416660771624,0.63157108980539256,0.62480264559298493,0.61650633381925113,0.60666488679380992,0.59525479848196605,0.58224427081542485,0.56759032313239532,0.55123465632183422,0.53309759333349116,0.51306892293850226,0.49099351490878956,0.46664758930349171,0.43969705897022454,0.40961822361295647,0.37552913838985863,0.33576834771857111,0.28652486915447328
32520,0.64213332405465262,0.64138676719981147,0.63914602404183896,0.63540778749065097,0.63016624084947759,0.62341257428737307,0.61513425136226085,0.60531395841150115,0.59392813221919083,0.5809449038176111,0.56632120376099127,0.54999861922984261,0.53189732234921872,0.51190689213302276,0.48987188892531119,0.46556804329286938,0.43866042796570393,0.40862375318242555,0.3745726679873766,0.33483699575500436,0.28557554665106061
32580,0.64070746422849445,0.63996255728128637,0.63772676005712869,0.63399675404642508,0.62876670333338969,0.62202777074296911,0.61376738380510754,0.60396818322036649,0.59260654901053578,0.57965054182615106,0.5650570040755748,0.54876741001980467,0.5307017819411991,0.51074949032826478,0.48875478764802921,0.46449291690121258,0.43762811292572629,0.40763349827926626,0.37362031326609774,0.33390963058179601,0.28462981304255014
32640,0.63928697315944272,0.63854371119361575,0.63631284515144082,0.63259104518518428,0.62737245629777139,0.62064821416747928,0.61240571055864979,0.60262754086998649,0.59129002877937731,0.57836116507295265,0.5637977046512872,0.54754100964540775,0.52951095347876853,0.5095966993503136,0.48764219340895576,0.46342219303163296,0.43660009742132694,0.4066474433030618,0.37267205974201978,0.33298623930110083,0.28368765599787599
32700,0.63787182967177458,0.63713020777974505,0.6349042582236607,0.63119063989883906,0.6259834788643297,0.61927388384877557,0.61104921111280597,0.60129201108767727,0.58997855152529322,0.5770767538643512,0.5625432861356765,0.54631939913045446,0.52832481839878676,0.50844850108982886,0.48653408860134745,0.46235585464470053,0.43557636507678354,0.40566557270222531,0.37172789297658165,0.3320668090635866,0.28274906324538618
32760,0.63646201266405888,0.63572202595682248,0.63350097824660789,0.62979551725278504,0.6245997502276337,0.61790475914678578,0.60969786502855328,0.5999615736706313,0.58867209731635006,0.57579728857357648,0.56129372924136711,0.54510255956175546,0.52714335819877955,0.50730487749549036,0.48543045567346793,0.46129388475258504,0.43455689956416788,0.40468787096901671,0.3707877985721752,0.33115132706337069,0.28181402256576704
32820,0.63505750111692461,0.63431914472395667,0.63210298427477241,0.62840565639359558,0.62322124966274006,0.61654081950103057,0.60835165194536556,0.5986362084932294,0.58737064629627422,0.57452274964775796,0.56004901475287461,0.5438904720957356,0.52596655444330398,0.50616581058007559,0.48433127713434598,0.46023626642443205,0.43354168460828524,0.40371432264395352,0.36985176217593518,0.33023978054228931,0.2808825217987706
32880,0.63365827408475961,0.63292154315393012,0.63071025543604808,0.62702103654080987,0.62184795651704838,0.6151820444225724,0.60701055157327266,0.59731589549922981,0.58607417867679579,0.5732531176004465,0.55880912351932788,0.54268311795137769,0.52479438875714735,0.5050312824139469,0.48323653554758944,0.45918298278055214,0.43253070398127585,0.40274491231088344,0.36891976947533239,0.32933215678488026,0.27995454883604898
32940,0.63226431070342615,0.63152920040089977,0.6293227709394148,0.62564163699456299,0.62047985021787155,0.61382841350150263,0.60567454370024398,0.59600061470903343,0.5847826747447703,0.57198837301857197,0.55757403646123971,0.54148047841678304,0.52362684283163852,0.50390127513109095,0.48214621353710096,0.45813401699775569,0.43152394150750945,0.40177962460134675,0.36799180620188932,0.32842844312257091,0.27903009162795661
33000,0.63087559018201789,0.63014209569216739,0.62794051006673557,0.62426743712743549,0.61911691026435023,0.61247990639894789,0.60434360818430533,0.59469034621192796,0.58349611485457775,0.57072849655501279,0.55634373456327757,0.54028253484216548,0.52246389841790652,0.50277577092265391,0.48106029378093967,0.45708935230358688,0.43052138105823851,0.40081844418969925,0.36706785812683507,0.32752862692886248,0.27810913817631255
33060,0.62949209181052335,0.62876020833583424,0.6265634521803789,0.62289841639203158,0.61775911623497382,0.6111365028545005,0.60301772496086936,0.59338507017330244,0.58221447943519156,0.56947346893551198,0.55511819888098901,0.53908926864636497,0.52130553733314355,0.50165475204293519,0.47997875901699522,0.45604897198161992,0.4295230065564471,0.39986135579743376,0.36614791106479028,0.32663269562315755,0.27719167654115007
33120,0.62811379495163899,0.62738351771262246,0.62519157671508008,0.62153455431288596,0.61640644777954701,0.60979818267828612,0.60169687403491046,0.59208476682694844,0.58093774898263661,0.56822327095129777,0.55389741053362351,0.53790066130989334,0.52015174145390786,0.50053820080297573,0.47890159203689542,0.45501285936574004,0.42852880197155552,0.39890834418835419,0.3652319508694451,0.32574063666629349,0.2762776948337799
33180,0.62674067904838149,0.6260120032834765,0.62382486318550701,0.62017583049398817,0.61505888462666081,0.60846492575834188,0.60038103548824517,0.59078941648222216,0.57966590406700502,0.56697788346594691,0.55268135071081315,0.53671669438140601,0.51900249272235199,0.49942609957650208,0.47782877569163956,0.45398099784539747,0.4275387513242267,0.39795939417284715,0.36431996343720741,0.32485243756416826,0.27536718122314408
33240,0.62537272361595819,0.62464564458145044,0.62246329117817889,0.61882222461074854,0.61371640657571858,0.607136712052738,0.59907018947176061,0.58949899951640006,0.57839892532497039,0.56573728740806639,0.55147000066544338,0.5355373494707909,0.51785777313956716,0.49831843079356941,0.47676029288555516,0.45295337085993753,0.42655283868111821,0.39701449060311206,0.36341193470294297,0.32396808586336967,0.27446012392912361
33300,0.62400990824932578,0.62328442121924899,0.62110684035898223,0.61747371641746951,0.61237899350435121,0.60581352159690938,0.59776431621264381,0.58821349638179343,0.57713679346675495,0.56450146377810229,0.55026334172028679,0.53436260825559845,0.51671756477177133,0.49721517694646122,0.47569612658188676,0.45192996190381185,0.42557104815964675,0.39607361837738364,0.36250785064355989,0.32308756915471387,0.27355651122881508
33360,0.62265221261512116,0.62192831288117412,0.61975549046514555,0.61613028573936779,0.61104662536050347,0.60449533449582882,0.59646339600666864,0.58693288759815732,0.57587948926869426,0.56327039364107523,0.54906135526092836,0.53319245247418601,0.51558184974370247,0.49611632058337524,0.47463625979680002,0.45091075452095453,0.42459336392278957,0.39513676243521839,0.3616076972738177,0.32221087506896384,0.27265633144981521
33420,0.6212996164591631,0.62057729933061445,0.61840922131270193,0.61479191247999576,0.60971928216979354,0.60318213093128792,0.59516740922537203,0.5856571537597558,0.57462699358015989,0.56204405813334601,0.54786402274235158,0.53202686393209153,0.51445061024476035,0.49502184431428886,0.47358067560493389,0.44989573230995678,0.4236197701838072,0.39420390776166914,0.36071146064984533,0.32133799128027291,0.27175957297660536
33480,0.61995209959844466,0.61923136040205007,0.61706801278852219,0.61345857661331915,0.60839694402765754,0.60187389115412859,0.59387633630839587,0.58438627552782552,0.57337928731617394,0.56082243845539659,0.54667132568191246,0.53086582449523501,0.51332382852245162,0.49393173080468628,0.47252935713344529,0.44888487891848444,0.42265025120109101,0.39327503938262254,0.35981912686502082,0.32046890550199825,0.27086622424371282
33540,0.6186096419285817,0.6178904760084889,0.6157318448577267,0.61213025819108668,0.60707959110666077,0.60057059549147163,0.59259015777061652,0.58312023363758925,0.57213635146428621,0.55960551587855412,0.54548324566588158,0.52970931609625005,0.51220148688848588,0.49284596278138521,0.47148228756752131,0.44787817804841579,0.42168479128284725,0.39235014236893057,0.35893068205342771,0.31960360549004913,0.26997627374210476
33600,0.61727222341586008,0.61655462613352741,0.61440069755577154,0.61080693733496427,0.60576720364869496,0.59927222433900362,0.59130885419453594,0.5818590088907758,0.57089816707723862,0.55839327173782072,0.54429976434246996,0.5285573207277281,0.5110835677122707,0.49176452302630813,0.47043945014447586,0.44687561345030546,0.42072337478199157,0.39142920183180047,0.3580461123857997,0.3187420790387816,0.26908971001242393
33660,0.61593982410463244,0.61522379083873591,0.61307455099581132,0.60948859424385238,0.60445976197223739,0.5979787581681546,0.59003240623736553,0.58060258216258609,0.5696647152797979,0.55718568743855101,0.54312086342832466,0.5274098204485087,0.50997005342696478,0.49068739438227132,0.46940082815921463,0.44587716892848034,0.4197659861007913,0.39051220292687772,0.35716540407291336,0.31788431398426353,0.26820652165135067
33720,0.61461242410942618,0.61389795025577487,0.61175338536084245,0.60817520918607781,0.60315724646460556,0.59669017751844211,0.58876079462347175,0.57935093439426166,0.56843597726146822,0.55598274444933216,0.54194652470160043,0.52626679737697224,0.50886092652301684,0.48961455974680035,0.46836640495838122,0.44488282833555043,0.41881260968580775,0.38959913084969094,0.35628854336160443,0.31703029820025802,0.26732669730481828
33780,0.61329000362228381,0.61257708459373184,0.61043718091101096,0.6068667625066605,0.60185963758916672,0.59540646300459554,0.58749400015140718,0.57810404660000692,0.56721193428328021,0.55478442430861863,0.54077673000841753,0.52512823369728934,0.5077561695541819,0.48854600207787779,0.46733616394578303,0.44389257557746564,0.41786323003249914,0.38868997083968987,0.355415516538097,0.31618001960139758,0.26645022567435128
33840,0.61197254290492786,0.61126117413128978,0.60912591797581628,0.60556323461955686,0.60056691587764566,0.59412759530895798,0.58623200368641226,0.57686189985960679,0.5659925676705545,0.5535907086176618,0.53961146125597859,0.52399411165275611,0.50665576513110366,0.48748170438780525,0.46631008857657746,0.44290639460807113,0.41691783168020907,0.38778470817574046,0.35454630992408465,0.31533346613924279,0.26557709551033681
33900,0.61066002229605398,0.60995019922401406,0.60781957696136413,0.60426460601488141,0.59927906193728431,0.59285355518855765,0.58497478616739884,0.57562447532530225,0.56477785881964204,0.55240157904709419,0.53845070041897913,0.52286441355200397,0.50555969592729055,0.48642164974891078,0.46528816236266562,0.44192426943412577,0.41597639921672863,0.38688332818011978,0.35368090988000134,0.31449062580538367,0.2647072956183622
33960,0.60935242220354646,0.60864414029657987,0.60651813834262613,0.60297085725120125,0.59799605644320508,0.59158432346756518,0.58372232859950079,0.57439175421446431,0.56356778919073913,0.55121701732991502,0.53729442953278261,0.52173912176238291,0.50446794467274392,0.48536582128745814,0.46427036886691919,0.44094618410990255,0.41503891727333236,0.38598581621406147,0.35281930280116708,0.31365148662757597,0.26384081485242872
34020,0.60804972311172201,0.60734297785000158,0.60522158267064696,0.60168196896270787,0.59671788014552085,0.59031988104431898,0.58247461206101381,0.57316371781641506,0.56236234031458399,0.55003700526802701,0.5361426306997783,0.52061821871612768,0.50338049415989272,0.4843142021893091,0.46325669170853345,0.43997212274216879,0.41410537052930174,0.38509215768170735,0.35196147512100007,0.31281603667275887,0.26297764212130076
34080,0.60675190557360226,0.60604669245392129,0.60392989056485225,0.60039792185156837,0.59544451386175112,0.58906020888382971,0.58123161769599585,0.57194034748515665,0.56116149378531954,0.54886152472526983,0.53499528608260427,0.51950168690378873,0.5022973272372675,0.48326677569388321,0.46224711455730155,0.43900206948482917,0.41317574370700566,0.38420233802570392,0.35110741330722844,0.31198426404326407,0.26211776638176587
34140,0.60545895021810703,0.60475526475378594,0.60264304272020897,0.59911869669504547,0.59417593848388151,0.58780528802476184,0.57999332672116,0.5707216246461474,0.55996523126714526,0.54769055763391605,0.53385237791047024,0.5183895088803544,0.50121842681539508,0.48222352509977762,0.46124162113893052,0.4380360085438697,0.41225002157638574,0.38331634273111143,0.35025710386503994,0.31115615687976306,0.26126117664493947
34200,0.6041708377423779,0.60346867546318972,0.60136101989958846,0.59784427433790355,0.59291213497083806,0.5865550995719897,0.57875972041852575,0.56950753078907912,0.55877353448722988,0.54652408598774838,0.53271388847242052,0.51728166725873104,0.50014377586051684,0.48118443375877007,0.46024019522935483,0.43707392417204483,0.41132818895008222,0.38243415732104896,0.34941053333336314,0.31033170335754917,0.26040786196956517
34260,0.60288754891892427,0.60218690537100306,0.60008380294087393,0.59657463569947788,0.59165308435549346,0.58530962470352998,0.577530780142266,0.56829804747460599,0.55758638524231863,0.54536209184851681,0.53157980012361628,0.51617814471582124,0.49907335740044484,0.48014948508140748,0.45924282066001698,0.43611580067378436,0.41041023068788296,0.38155576736056335,0.3485676882879577,0.30951089168939055,0.25955781146825624
34320,0.60160906458800378,0.60090993533376436,0.59881137274938123,0.59530976176613848,0.59039876773719513,0.58406884466315012,0.57630648731140977,0.56709315632717605,0.55640376539169423,0.54420455733906103,0.53045009527864506,0.51507892398605148,0.49800715451832495,0.47911866253103941,0.45824948131222615,0.43516162239992107,0.40949613169189014,0.38068115845232048,0.34772855533774993,0.3086937101219655,0.25871101430077831
34380,0.60033536566471302,0.599637746282768,0.59754371030491571,0.59404963359830487,0.58914916628872593,0.58283274076725522,0.57508682341664263,0.56589283904171295,0.55522565686373815,0.54305146464972309,0.52932475641776355,0.51398398786741051,0.49694515035844877,0.47809194962937984,0.45726016112239648,0.43421137375256408,0.40858587691093484,0.37981031624043604,0.34689312112789061,0.30788014693849042,0.25786745968042574
34440,0.5990664331314256,0.59837031921650186,0.59628079665424394,0.59279423232296458,0.58790426124888162,0.58160129439754582,0.57387177001305822,0.56469707737649333,0.55405204164894506,0.54190279603152125,0.52820376608025144,0.51289331921501802,0.49588732812006631,0.47706932995058088,0.45627484407645297,0.43326503917986769,0.4076794513357872,0.37894322640621536,0.34606137233612744,0.30707019045536638,0.25702713686719503
34500,0.59780224804483317,0.59710763520768917,0.59502261291810554,0.59154353914064473,0.58666403392938393,0.58037448700785854,0.57266130872691312,0.56350585315978952,0.55288290180643473,0.54075853380251448,0.52708710687060878,0.51180690094712644,0.49483367106315801,0.47605078712675147,0.45529351421503356,0.43232260318086863,0.40677684000353537,0.37807987467194187,0.34523329567581867,0.30626382902466903,0.25619003517416294
34560,0.59654279152843526,0.59584967539578093,0.59376914028373518,0.59029753531797513,0.58542846570751195,0.57915230011687546,0.57145542124843174,0.56231914828279239,0.55171821945701793,0.53961866034102779,0.52597476145196376,0.5107247160387326,0.49378416250228641,0.47503630484208181,0.45431615562792904,0.43138405030029714,0.40587802799283612,0.37722024679666444,0.34440887789236757,0.30546105103088855,0.25535614396066997
34620,0.59528804477953312,0.59459642099394583,0.59252036001182817,0.58905620219461552,0.58419753803296626,0.57793471531491669,0.57025408933851052,0.56113694470620834,0.55055797678966301,0.53848315809197389,0.52486671255222284,0.50964674752754091,0.49273878581233627,0.47402586683832071,0.45334275245925859,0.43044936513337906,0.40498300042826074,0.37636432857994945,0.34358810576618193,0.30466184489332915,0.25452545263870557
34680,0.5940379890617723,0.59334785328161854,0.59127625342911183,0.58781952117587277,0.58297123242055227,0.57672171425670304,0.5690572948215763,0.55995922445323454,0.54940215605460863,0.5373520095601213,0.52376294295752335,0.50857297850761785,0.49169752442240611,0.47301945690893588,0.45237328890194811,0.42951853232068732,0.40409174247558716,0.37551210585771255,0.34277096610916857,0.30386619906293938,0.25369795066609813
34740,0.59279260571208803,0.59210395361143764,0.5900368019352652,0.58658747373957676,0.58174953045699573,0.57551327866809943,0.56786501959224334,0.55878596961610905,0.54825073956979165,0.53622519731637774,0.52266343551834893,0.50750339213531548,0.49066036182150752,0.47201705890456852,0.45140774920286691,0.42859153655291088,0.40320423934611116,0.37466356450593269,0.34195744576763981,0.30307410202461843,0.25287362755284926
34800,0.5915518761332984,0.59086470340185082,0.5888019869955442,0.58536004142875253,0.58053241379367959,0.57430939033892792,0.56667724560822219,0.5576171623491365,0.54710370971400246,0.53510270399110316,0.52156817314301984,0.50643797162297199,0.48962728155250268,0.4710186567272257,0.45044611765734949,0.42766836256574481,0.40232047629197992,0.37381869043653038,0.34114753161886768,0.30228554229413945,0.25205247285440674
34860,0.59031578180100386,0.58963008414400098,0.58757179014764993,0.5841372058584442,0.57931986415341263,0.57311003112966907,0.56549395489693055,0.55645278487518923,0.54596104893326824,0.53398451228035027,0.52047713880377255,0.50537670024479331,0.48859826721776717,0.47002423433569734,0.44948837861430013,0.42674899514462838,0.4014404386104698,0.37297746960104566,0.34034121057393929,0.30150050842036674,0.25123447617791267
34920,0.58908430425623215,0.58840007739438505,0.58634619299440749,0.5829189487084433,0.57811186332321485,0.57191518296432053,0.56431512954845109,0.55529281947878717,0.54482273973406381,0.53287060493922667,0.51939031553029325,0.50431956133059619,0.48757330247316683,0.46903377573979499,0.44853451647074838,0.42583341911967115,0.40056411163936001,0.372139887986559,0.33953846957437012,0.3007189889822644,0.25041962717552463
34980,0.58785742511228878,0.58717466478169311,0.58512517721058632,0.58170525173006515,0.57690839316104015,0.57072482783705336,0.56314075172209832,0.55413724851255275,0.54368876468964455,0.53176096478808788,0.51830768641575653,0.50326653827165813,0.48655237103368204,0.46804726500572974,0.44758451567692248,0.42492161937035999,0.39969148076117739,0.37130593161933356,0.33873929559490823,0.29994097259102676,0.24960791555063849
35040,0.5866351260474556,0.58595382799951634,0.58390872453563092,0.58049609673892422,0.57570943558861376,0.56953894780512337,0.56197080363942553,0.5529860543903351,0.5425591064333033,0.53065557470595104,0.51722923461040493,0.50221761451449531,0.48553545666742937,0.46706468625039466,0.44663836073084723,0.42401358082052404,0.39882253139861029,0.37047558656078178,0.33794367564020716,0.29916644788717639,0.24879933105121851
35100,0.58541738881179195,0.58473754881314199,0.58269681678043295,0.57929146562166733,0.57451497259810935,0.56835752499547854,0.56080526759074734,0.55183921959362825,0.54143374766466856,0.52955441763664568,0.51615494332754541,0.501172773566675,0.48452254320124988,0.46608602364670315,0.44569603618337977,0.42310928844300927,0.39795724901872104,0.36964883891107131,0.33715159674757755,0.29839540354260319,0.2479938634760121
35160,0.58420419521988476,0.58352580905231,0.58148943582011503,0.57809134032879905,0.57332498624503225,0.56718054159772102,0.55964412592819079,0.55069672666473646,0.54031267114299908,0.52845747658226705,0.5150847958371747,0.50013199899064031,0.48351361451476749,0.46511126141791193,0.44475752663284635,0.42220872725468217,0.3970956191283988,0.36882567480513417,0.33636304598372141,0.29762782825775341,0.24719150266791209
35220,0.5829955271576055,0.58231859061796154,0.5802865636007547,0.57689570288136682,0.57213945865485416,0.5660079798706692,0.55848736107217922,0.54955855821315369,0.53919585969344452,0.52736473460929445,0.51401877547193753,0.49909527440948365,0.48250865454594416,0.46414038384292905,0.4438228167300477,0.42131188232107147,0.3962376272785415,0.36800608041624056,0.33557801044743518,0.29686371076357493,0.24639223852011652
35280,0.58179136657490682,0.58111587547504828,0.57908818213221758,0.57570453536383892,0.57095837201594657,0.56483982213536776,0.55733495550453072,0.54842469690877127,0.53808329620038586,0.526276174842082,0.51295686562078902,0.49806258350081006,0.4815076472851787,0.46317337525067304,0.44289189117293171,0.42041873875140984,0.3953832590595458,0.36719004195204796,0.33479647726639211,0.29610303981883135,0.24559606096943531
35340,0.58059169549253409,0.57991764565923176,0.57789427349483824,0.57451781993074158,0.56978170858616739,0.56367605078160865,0.55618689177489367,0.5472951254882189,0.53697496361365327,0.52519178046894033,0.51189904973491973,0.49703391000247521,0.48051057678082515,0.46221022002534495,0.44196473471156833,0.41952928170324566,0.39453250010545898,0.36637754565814307,0.33401843359981404,0.29534580421188755,0.24480296000265844
35400,0.57939649599487519,0.57872388326974289,0.5767048198322996,0.57333553879958765,0.56860945068584401,0.56251664826098458,0.55504315249389535,0.54616982674811765,0.53587084494191117,0.52411153473567118,0.51084531132146316,0.49600923770649336,0.47951742713332995,0.46125090260082957,0.4410413321428569,0.41864349637752002,0.39368533608950584,0.3655685778141331,0.33324386663529587,0.29459199275817222,0.24401292564964877
35460,0.57820575023662391,0.5775345704760384,0.57551980335826969,0.57215767425746977,0.56744158070431838,0.56136159709336808,0.55390372033953694,0.54504878355137587,0.53477092325883757,0.52303542095160815,0.50979563394937388,0.49498855046473056,0.47852818250072027,0.46029540746593217,0.44012166831547167,0.41776136802314962,0.3928417527282132,0.36476312473715433,0.33247276359143607,0.29384159430185985,0.24322594798978031
35520,0.57701944043567732,0.57634968951070698,0.57433920634933144,0.57098420865403354,0.56627808109297473,0.56021087986001439,0.55276857805038515,0.54393197882049327,0.53367518169655048,0.5219634224831956,0.50875000124318448,0.49397183218286134,0.47754282709277607,0.45934371915881772,0.43920572812460579,0.41688288193213791,0.39200173577697034,0.36396117277800316,0.33170511171471523,0.29309459771341667,0.24244201714506902
35580,0.57583754887975669,0.57516922267608173,0.5731630111515732,0.56981512440802917,0.56511893437173943,0.55906447920999292,0.55163770843192561,0.54281939554381076,0.53258360345174838,0.52089552275998752,0.50770839688884206,0.49295906682602281,0.4765613451764853,0.45839582227221665,0.43829349651688454,0.41600802344413074,0.39116527103412602,0.36316270832461561,0.33094089828208417,0.29235099189120145,0.24166112328652548
35640,0.57466005791935448,0.57399315233719395,0.57199120017356786,0.56865040400033307,0.5639641231221596,0.55792237785334087,0.5505110943498015,0.54171101676885935,0.53149617177918429,0.51983170526827649,0.50667080462750791,0.49195023841280866,0.47558372107025287,0.45745170144789776,0.43738495848514614,0.4151367779415629,0.39033234433658609,0.36236771779823707,0.33018011059789287,0.29161076575909828,0.24088325662736562
